Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,description,published_at
201,3,0.9609000086784363,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
277,3,0.9591000080108643,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
263,3,0.9526000022888184,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
222,3,0.9526000022888184,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
202,3,0.9526000022888184,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
181,3,0.9526000022888184,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
258,3,0.949999988079071,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
297,3,0.949999988079071,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
285,3,0.949999988079071,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
189,3,0.9470999836921692,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
279,3,0.9470999836921692,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
208,3,0.9470999836921692,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
235,3,0.9470999836921692,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
207,3,0.9470000267028809,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
219,3,0.9470000267028809,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
276,3,0.9470000267028809,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
275,3,0.9470000267028809,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
269,3,0.9470000267028809,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
284,3,0.9470000267028809,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
226,3,0.9437000155448914,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
191,3,0.9437000155448914,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
294,3,0.9437000155448914,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
224,3,0.9437000155448914,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
278,3,0.9437000155448914,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
236,3,0.9437000155448914,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
292,3,0.9437000155448914,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
198,3,0.9437000155448914,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
200,3,0.9437000155448914,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
180,3,0.9437000155448914,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
210,3,0.9399999976158142,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
237,3,0.9399999976158142,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
231,3,0.9399999976158142,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
232,3,0.9399999976158142,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
240,3,0.9399999976158142,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
242,3,0.9399999976158142,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
274,3,0.9399999976158142,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
286,3,0.935699999332428,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
251,3,0.935699999332428,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
267,3,0.935699999332428,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
239,3,0.935699999332428,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
220,3,0.935699999332428,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
100,3,0.935699999332428,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
187,3,0.935699999332428,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
188,3,0.935699999332428,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
204,3,0.935699999332428,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
193,3,0.9308000206947327,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
229,3,0.9308000206947327,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
90,3,0.9308000206947327,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
260,3,0.9308000206947327,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
282,3,0.9308000206947327,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
196,3,0.9308000206947327,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
158,3,0.9308000206947327,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
228,3,0.9308000206947327,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
206,3,0.9308000206947327,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
209,3,0.9308000206947327,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
199,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
230,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
295,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
250,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
291,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
213,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
223,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
244,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
233,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
211,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
271,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
293,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
300,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
205,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
252,3,0.925000011920929,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
160,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
182,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
183,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
270,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
296,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
264,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
266,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
245,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
243,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
216,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
194,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
238,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
197,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
304,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
302,3,0.9182000160217285,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
280,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
298,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
272,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
289,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
247,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
234,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
439,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
261,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
186,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
195,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
212,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
214,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
313,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
248,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
225,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
227,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
241,3,0.9100000262260437,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
265,3,0.8999999761581421,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
438,3,0.8999999761581421,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
287,3,0.8999999761581421,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
268,3,0.8999999761581421,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
249,3,0.8999999761581421,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
254,3,0.8999999761581421,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
256,3,0.8999999761581421,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
257,3,0.8999999761581421,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
259,3,0.8999999761581421,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
262,3,0.8999999761581421,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
246,3,0.887499988079071,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
409,3,0.887499988079071,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
306,3,0.871399998664856,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
346,3,0.871399998664856,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
299,3,0.871399998664856,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
391,3,0.8500000238418579,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
360,3,0.8199999928474426,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
311,3,0.8199999928474426,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
441,3,0.8199999928474426,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
522,3,0.8199999928474426,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
281,3,0.8047000169754028,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
215,3,0.7955999970436096,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
217,3,0.7908999919891357,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
375,3,0.7760999798774719,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
305,3,0.7524999976158142,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
192,3,0.7426999807357788,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
218,3,0.7422000169754028,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
318,3,0.7329000234603882,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
83,3,0.7324000000953674,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
273,3,0.7153000235557556,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
184,3,0.6715999841690063,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
290,3,0.6108999848365784,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
283,3,0.5622000098228455,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
172,3,0.559499979019165,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
398,3,0.5425000190734863,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
253,3,0.5180000066757202,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
405,3,0.5120000243186951,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
341,3,0.5023999810218811,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
174,3,0.48019999265670776,"운동, 여행, 영상편집, 광고, 협찬, 문의, 및, 여러분, 졸업, 중",,
